stone,stone,stone,stone1,stone,stone,stone,stone,stone,obsidian,stone,stone,stone,stone,stone,stone,stone,stone,stone,obsidian,obsidian,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,rockGrass1,grass1,grass1,grass1,rockGrass1,grass1,grass1,grass1,grass1,grass1,grass1,sand,water,water,water,sand,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,dirtwall,stone,stone,stone,stone1,stone,stone,obsidian,obsidian,lava,lava,lava,lava,lava,obsidian,obsidian,stone,stone,stone1,stone,stone,stone,stone,stone,dirtwall,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1
stone,stone,stone,stone,stone,stone,stone,stone,stone,obsidian,stone,stone,stone,stone1,stone,stone,stone,stone,stone,obsidian,stone,stone,stone,stone,stone,stone,stone,stone,stone1,stone,stone,stone,stone,rockGrass1,flowerS1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,sand,water,water,water,sand,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,dirtwall,stone,stone1,stone,stone,stone,stone,obsidian,obsidian,obsidian,lava,obsidian,obsidian,obsidian,stone,stone,stone,stone,stone,stone,stone,dirtwall,dirtwall,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1
stone,stone,stone,stone1,stone,stone,stone,stone,stone,obsidian,obsidian,stone,stone,stone,stone,stone,stone,stone,obsidian,obsidian,stone,stone,stone,stone,stone,obsidian,obsidian,stone,stone,stone1,stone,stone,stone,rockGrass1,flowerS1,grass1,grass1,grass1,grass1,grass1,grass1,rockGrass1,grass1,grass1,grass1,grass1,sand,water,water,sand,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,dirtwall,stone,stone,stone,stone1,stone,stone,stone,obsidian,obsidian,obsidian,stone,stone,stone,stone,stone,stone,dirtwall,dirtwall,dirtwall,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1
stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,obsidian,stone,stone,stone,stone,stone,stone,stone,obsidian,stone,stone,stone,stone,stone,obsidian,obsidian,stone,stone,stone,stone,stone,stone,flowerS1,flowerS1,rockGrass1,grass1,grass1,grass1,flowerS1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,sand,water,sand,sand,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,dirtwall,stone,stone,stone,stone,stone,stone1,stone,stone1,stone,stone,stone,stonestair,stone,dirtwall,dirtwall,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1
stone,stone1,stone,stone,stone,stone,stone1,stone,stone,stone,obsidian,stone,stone,stone,stone,stone,stone,obsidian,obsidian,stone,stone,stone,obsidian,obsidian,obsidian,stone,stone,stone1,stone,stone,stone,stone,flowerS1,flowerS1,grass1,grass1,grass1,grass1,grass1,grass1,flowerS1,grass1,grass1,grass1,grass1,grass1,sand,water,sand,sand,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,dirtwall,stone,stone,stone,stone,stone,stone,stone,stone,stone,stonestair,stonestair,dirtwall,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1
stone,stone,stone,stone,stone1,stone,stone,stone,stone,stone,obsidian,obsidian,stone,stone,stone1,stone,stone,obsidian,stone,obsidian,obsidian,obsidian,obsidian,stone,stone,stone,stone,stone,stone,stone,stone,flowerS1,rockGrass1,grass1,grass1,rockGrass1,grass1,grass1,rockGrass1,rockGrass1,grass1,grass1,rockGrass1,grass1,grass1,grass1,sand,water,water,sand,sand,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,dirtwall,dirtwall,stone,stone,stone,stone1,stone,stone,dirtwall,stonestair,stonebrickfloor,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1
stone,obsidian,obsidian,obsidian,stone,stone,stone,stone,stone,stone,stone,obsidian,stone,stone,stone,stone,stone,obsidian,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,flowerS1,rockGrass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,sand,water,water,water,sand,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,dirtwall,dirtwall,dirtwall,dirtwall,dirtwall,dirtwall,grass1,stonebrickfloor,stonebrickfloor,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1
stone,stone,stone,obsidian,stone,stone,stone,stone,stone,stone,stone,obsidian,stone,stone1,stone,stone,stone,obsidian,obsidian,stone,stone,stone,stone,stone,stone,stone,stone,stone1,stone,stone,stone,flowerS1,flowerS1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,sand,water,water,water,sand,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,stonebrickfloor,stonebrickfloor,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1
stone,stone,stone,obsidian,obsidian,stone,stone,stone,stone,stone,obsidian,obsidian,stone,stone,stone,stone,stone,stone,obsidian,obsidian,stone,stone,stone1,stone,stone,stone,stone,stone,stone,stone,stone,rockGrass1,flowerS1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1
stone,stone1,stone,stone,obsidian,stone,stone,stone,stone,stone,obsidian,stone,stone,stone,stone,stone,stone1,stone,stone,obsidian,obsidian,stone,stone,stone,stone,stone,stone,stone,stone,stone,rockGrass1,rockGrass1,flowerS1,grass1,grass1,grass1,grass1,flowerS1,grass1,grass1,flowerS1,grass1,grass1,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,stonebrickfloor,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,grass1,dirtwall,dirtwall
